#L TT           EE           TE
1060 4.692557E-01 4.733673E-02 2.199833E-03
1061 3.276659E+00 7.546352E-02 1.459701E-02
1062 7.157315E+00 1.030945E-02 1.034504E-02
1063 1.814135E+00 2.819924E-02 -1.044922E-03
1064 1.233307E+00 3.456694E-02 -1.156095E-03
1065 1.999345E+00 3.775726E-02 -3.310813E-03
1066 2.676436E+00 2.667709E-02 -6.099586E-03
1067 3.709483E+00 3.954342E-02 6.984319E-03
1068 2.525100E+00 2.352996E-02 1.850477E-03
1069 8.295554E-01 4.491699E-02 -3.024165E-03
1070 1.546985E+00 1.096854E-02 3.385286E-03
1071 4.055171E+00 4.667289E-02 -1.999232E-02
1072 1.428219E+00 3.531809E-02 9.585088E-03
1073 1.818450E+00 7.681599E-02 5.555901E-05
1074 2.267472E+00 5.748367E-02 9.162537E-05
1075 2.149541E+00 3.258957E-02 -5.159161E-03
1076 2.962059E+00 1.848944E-02 -1.400678E-03
1077 4.727474E+00 5.530915E-02 8.624378E-03
1078 4.303772E+00 9.436381E-03 7.125069E-03
1079 6.625323E+00 3.964632E-02 -1.443920E-02
1080 2.427295E+00 9.659895E-03 -2.984224E-03
1081 8.549091E-01 6.931934E-02 1.255782E-03
1082 1.203366E+00 6.178481E-02 7.270901E-04
1083 2.684152E+00 3.096055E-03 -1.636174E-03
1084 3.564123E+00 6.688658E-02 -8.020731E-03
1085 1.817268E+00 5.163889E-02 -1.760994E-03
1086 1.303654E+00 1.728957E-02 2.898456E-03
1087 3.196382E+00 2.343646E-02 1.012919E-02
1088 1.169251E+00 2.390990E-02 -2.280944E-03
1089 6.347580E+00 1.350808E-02 -1.159105E-02
1090 2.883733E+00 4.605758E-02 -8.328254E-03
1091 2.391652E+00 1.232929E-02 4.548755E-03
1092 4.621467E+00 4.031085E-02 1.359360E-03
1093 3.773198E+00 2.797429E-02 -7.870664E-03
1094 7.708752E-01 3.581176E-02 -1.849564E-04
1095 1.061893E+00 2.447685E-02 -5.665531E-03
1096 2.250206E+00 2.652713E-02 6.589290E-03
1097 2.058826E+00 6.520101E-02 -6.900484E-03
1098 5.819255E+00 3.145053E-02 -1.104278E-02
1099 5.529346E+00 3.108816E-02 -8.216205E-03
1100 2.472565E+00 2.172864E-02 -2.995061E-03
1101 1.253687E+00 1.977456E-02 2.278765E-03
1102 3.844067E+00 2.589079E-02 5.560743E-03
1103 2.261356E+00 7.826970E-02 6.315475E-03
1104 3.546756E+00 2.799630E-02 1.115834E-02
1105 1.191772E+00 2.582061E-02 -2.419830E-03
1106 1.564176E+00 6.728122E-02 -7.318933E-03
1107 2.829052E+00 2.716443E-02 5.396848E-03
1108 1.318599E+00 1.485835E-02 -2.253951E-03
1109 3.450129E+00 1.721392E-02 -9.198658E-05
1110 1.464282E+00 5.039990E-02 5.599709E-03
1111 2.265572E+00 1.951196E-02 -1.782188E-03
1112 4.001136E-01 1.215329E-02 -1.064111E-03
1113 4.061196E+00 2.173579E-02 -4.364231E-03
1114 2.066674E+00 1.414838E-02 1.753897E-03
1115 1.779827E+00 1.250094E-02 3.498138E-03
1116 4.422102E+00 9.985702E-03 -3.139113E-03
1117 1.470359E+00 1.104897E-02 -2.873357E-03
1118 3.881906E+00 8.156572E-03 -6.634352E-03
1119 4.306299E+00 1.836368E-02 -5.774561E-03
1120 1.934215E+00 1.013220E-02 1.243347E-03
1121 4.128917E-01 1.199546E-02 1.522858E-03
1122 1.819796E+00 1.958202E-02 1.067555E-02
1123 8.092401E-01 1.717905E-02 -5.280510E-03
1124 1.652067E+00 1.920250E-02 3.446331E-04
1125 2.969514E+00 1.610964E-02 4.957654E-03
1126 3.884372E+00 3.605075E-02 -7.431333E-03
1127 1.707389E+00 3.814566E-02 1.724270E-03
1128 3.768949E+00 2.765500E-02 -7.383813E-03
1129 4.459415E+00 3.295684E-02 1.481322E-02
1130 1.545165E+00 2.011491E-03 5.427326E-04
1131 3.410767E+00 2.977307E-02 4.428795E-03
1132 2.413229E+00 2.830715E-02 2.983339E-03
1133 2.193896E+00 1.049411E-02 -7.771864E-03
1134 3.080415E+00 2.264377E-02 -1.226715E-02
1135 1.206435E+00 5.884122E-03 6.406952E-04
1136 1.941787E+00 4.761580E-02 -1.310873E-03
1137 8.560808E-01 1.191413E-02 2.118442E-04
1138 1.854482E+00 1.009489E-02 -4.305817E-03
1139 2.660137E+00 3.770173E-02 -7.508910E-04
1140 2.587282E+00 2.252643E-02 -1.153790E-02
1141 2.393965E+00 3.679507E-02 -2.683815E-03
1142 1.541571E+00 8.810133E-03 4.502299E-04
1143 3.715845E+00 7.773570E-03 -4.667266E-04
1144 1.989690E+00 2.711527E-02 2.836053E-04
1145 9.280482E-01 1.697576E-02 -1.722496E-03
1146 1.437879E+00 8.560921E-03 -3.675061E-03
1147 4.118377E+00 5.571198E-02 -1.353743E-02
1148 2.172016E+00 1.252586E-02 6.387697E-03
1149 3.560990E-01 2.584542E-02 9.649262E-04
1150 2.443566E+00 1.044613E-02 1.993819E-05
1151 3.938725E+00 5.448985E-03 -4.103480E-03
1152 1.051524E+00 3.631522E-02 3.667215E-03
1153 1.735389E+00 1.992583E-02 4.210350E-03
1154 7.131096E+00 3.309503E-02 -4.699671E-03
1155 2.299174E+00 1.897798E-02 -2.209568E-03
1156 1.450901E+00 6.126062E-03 1.898353E-03
1157 2.048399E+00 1.315397E-02 -2.181146E-03
1158 1.455396E+00 6.125502E-03 -9.978296E-04
1159 2.153970E+00 8.269017E-03 3.159891E-05
1160 3.510822E+00 2.445732E-02 1.915481E-04
1161 3.082509E+00 3.067956E-03 2.447834E-03
1162 1.245540E+00 3.603887E-02 1.319095E-03
1163 6.231443E+00 3.191650E-02 1.746457E-02
1164 1.240260E+00 2.851393E-02 -4.730591E-03
1165 3.108365E+00 2.290780E-02 4.979762E-03
1166 2.557719E+00 1.757172E-02 4.654839E-03
1167 3.760057E+00 3.728545E-02 1.351798E-03
1168 2.523940E+00 3.388279E-02 7.009905E-03
1169 7.565820E-01 1.940951E-02 2.429181E-03
1170 2.749003E+00 2.240719E-02 -2.647133E-04
1171 1.593384E+00 2.932683E-02 6.978723E-03
1172 2.545828E+00 2.335679E-03 -2.877077E-04
1173 2.054131E+00 1.728481E-02 1.548843E-03
1174 1.950135E+00 2.040587E-02 -1.819959E-03
1175 2.191982E+00 7.715235E-02 7.173143E-03
1176 3.643311E+00 9.660827E-03 1.043915E-03
1177 7.932845E-01 1.112491E-02 -5.016436E-04
1178 3.563221E+00 8.569843E-03 7.395139E-03
1179 7.795363E-01 2.826450E-02 1.789977E-03
1180 2.579286E+00 3.248517E-03 1.542008E-03
1181 1.285907E+00 2.319486E-02 2.216623E-03
1182 5.977304E+00 1.648386E-02 4.299830E-04
1183 4.577769E+00 1.127107E-02 4.065743E-03
1184 2.443024E+00 2.179576E-02 2.534522E-03
1185 2.637494E-01 6.339538E-02 3.063659E-03
1186 1.372103E+00 1.025867E-01 -1.604081E-03
1187 4.069096E+00 2.391247E-02 4.676832E-03
1188 8.959251E-01 4.322189E-02 -7.371231E-04
1189 4.313480E+00 7.632882E-03 3.654974E-03
1190 2.787009E+00 3.402745E-02 5.482278E-03
1191 9.434350E-01 4.248708E-02 5.321637E-03
1192 1.997030E+00 6.158671E-03 -8.933239E-05
1193 1.109095E+00 1.809448E-02 -4.744477E-03
1194 1.251979E+00 2.001976E-02 -1.781083E-03
1195 2.348224E+00 7.146610E-03 -1.797491E-03
1196 7.182969E-01 9.090705E-03 -3.294788E-03
1197 2.189419E+00 1.418976E-02 -1.971123E-03
1198 1.485133E+00 6.460366E-03 -1.382322E-05
1199 1.869324E+00 1.080152E-02 -1.860811E-03
1200 2.133132E+00 1.546237E-02 -5.232461E-03
1201 1.856246E+00 2.055954E-02 -7.187703E-03
1202 1.408726E+00 2.569032E-02 -6.434020E-03
1203 1.664190E+00 2.102802E-02 1.625332E-03
1204 3.414252E+00 1.131730E-02 1.773666E-03
1205 1.308570E+00 9.928144E-03 3.619524E-03
1206 3.400587E+00 4.398574E-02 1.542822E-04
1207 2.666816E+00 3.247735E-02 9.723392E-04
1208 1.482562E+00 3.211167E-02 5.710749E-03
1209 3.185626E+00 1.862907E-03 1.570098E-03
1210 3.344518E+00 1.626926E-02 -6.155669E-03
1211 5.761140E-01 2.175867E-02 2.460146E-04
1212 9.401508E-01 3.958284E-02 2.487412E-03
1213 1.537260E+00 9.014852E-03 -1.548034E-05
1214 2.345907E+00 2.133809E-02 -1.551028E-02
1215 1.743165E+00 2.527364E-02 3.002798E-03
1216 2.222749E+00 3.523779E-02 6.739211E-03
1217 1.733813E+00 8.947330E-03 1.248478E-03
1218 1.306237E+00 1.114890E-02 2.947059E-03
1219 2.355856E+00 6.732204E-03 -1.131796E-03
1220 1.820027E+00 2.421644E-02 -5.289799E-04
1221 2.401658E+00 2.585569E-02 5.247493E-03
1222 1.074734E+00 3.715964E-02 -6.976214E-03
1223 6.537715E-01 2.577884E-02 -3.881490E-03
1224 2.951896E+00 3.883576E-02 -3.550922E-05
1225 1.031882E+00 3.449778E-02 2.677565E-03
1226 1.841242E+00 1.433478E-02 -5.119940E-03
1227 1.973692E+00 1.317334E-02 1.011140E-03
1228 2.712622E+00 1.759514E-02 2.668622E-03
1229 1.186671E+00 3.149680E-02 2.454445E-03
1230 8.966504E-01 8.563925E-03 2.350726E-03
1231 1.221747E+00 2.258833E-02 2.580078E-03
1232 8.904043E-01 3.183865E-02 3.375892E-03
1233 1.186345E+00 1.817591E-02 -9.071470E-03
1234 1.553154E+00 2.346977E-02 1.096216E-02
1235 3.730536E+00 5.666451E-02 3.179128E-03
1236 1.874205E+00 5.407289E-02 1.030037E-02
1237 5.582376E+00 2.833856E-02 -4.983845E-03
1238 1.949112E+00 7.881087E-02 8.683918E-05
1239 5.693215E-01 3.396869E-02 1.351560E-03
1240 2.515355E+00 2.949458E-02 -4.774656E-03
1241 7.837482E-01 1.226637E-02 -1.343636E-03
1242 8.853021E-01 8.411362E-02 -6.154771E-03
1243 1.868331E+00 5.594426E-02 9.261307E-03
1244 2.208885E+00 3.691918E-02 1.469985E-02
1245 1.292261E+00 3.625399E-02 1.838719E-03
1246 6.883943E-01 3.338826E-02 3.655266E-03
1247 1.574807E+00 1.214488E-02 4.065628E-04
1248 2.156331E+00 2.087901E-02 -5.440966E-03
1249 1.789339E+00 6.524173E-03 7.879455E-04
1250 2.046547E+00 1.483254E-02 -1.258433E-03
1251 8.259193E-01 2.809563E-02 5.127078E-03
1252 4.893424E-01 3.366354E-02 1.224086E-03
1253 9.938899E-01 1.750444E-02 1.172026E-03
1254 4.066853E-01 2.695234E-02 1.835892E-03
1255 5.983455E-01 4.655283E-02 -6.607795E-03
1256 7.447954E-01 5.180778E-03 1.313546E-03
1257 1.410186E+00 3.130902E-02 6.115635E-03
1258 3.189475E-01 1.971017E-02 2.492991E-03
1259 7.007911E-01 7.227889E-02 -8.657865E-03
1260 2.085251E+00 4.898845E-02 7.071059E-03
1261 1.101772E+00 9.252332E-03 3.210885E-03
1262 1.366276E+00 2.677533E-02 6.090507E-03
1263 3.987944E+00 1.325952E-02 -2.419198E-03
1264 1.905636E+00 3.861610E-02 3.270954E-03
1265 5.033915E-01 7.080290E-02 2.929425E-04
1266 2.286916E+00 9.351881E-02 6.639809E-03
1267 1.041933E+00 5.125334E-02 1.739293E-03
1268 1.481714E+00 2.617854E-02 -3.891719E-04
1269 1.147575E+00 6.053044E-02 8.055102E-03
1270 2.489429E+00 2.522375E-02 -1.488288E-03
1271 6.236842E-01 1.258771E-02 1.481574E-03
1272 1.682845E+00 3.521679E-02 -2.434540E-03
1273 3.175332E-01 2.480661E-02 -9.035145E-04
1274 1.426376E+00 3.486010E-02 3.974972E-03
1275 1.036594E+00 6.240981E-02 -3.663311E-03
1276 1.673441E+00 9.070747E-02 -7.457142E-04
1277 1.077473E+00 2.414072E-02 -3.019730E-03
1278 1.098307E+00 1.241368E-02 -1.298143E-03
1279 7.495741E-01 1.594505E-02 -4.154319E-04
1280 5.476892E-01 2.291684E-02 9.836295E-04
1281 1.086015E+00 3.273917E-02 7.532455E-04
1282 5.772804E-01 1.560728E-02 -1.563284E-03
1283 1.622439E+00 2.273287E-02 -1.707759E-03
1284 1.296149E+00 4.152822E-03 5.383496E-03
1285 1.882914E+00 5.240065E-02 -1.387890E-03
1286 5.912147E-01 1.460340E-02 -1.664225E-03
1287 1.459866E+00 3.989946E-02 -3.853564E-04
1288 1.888148E+00 1.581291E-02 -2.771242E-03
1289 7.456810E-01 4.141406E-02 -3.797543E-03
1290 9.162861E-01 1.625613E-02 2.195230E-03
1291 3.961337E-01 6.499480E-03 2.610498E-04
1292 9.546136E-01 1.265790E-01 -1.941627E-03
1293 1.185855E+00 3.875484E-02 4.149674E-04
1294 2.615974E+00 2.309372E-02 1.501437E-03
1295 2.442914E-01 1.449534E-02 -1.052187E-03
1296 1.687025E+00 9.745325E-03 5.004363E-03
1297 1.468313E+00 3.417878E-02 -5.374629E-03
1298 5.367184E-01 4.400467E-02 -2.193354E-03
1299 1.347104E+00 3.140609E-02 3.595937E-03
1300 7.567873E-01 4.097671E-02 -1.265221E-03
1301 5.179154E-01 1.715353E-02 3.073657E-03
1302 2.070778E+00 2.762446E-02 2.573804E-03
1303 4.517648E-01 1.315793E-02 4.154160E-03
1304 3.868071E-01 4.113691E-02 4.973051E-03
1305 5.006946E-01 3.426363E-02 -1.838093E-04
1306 8.861929E-01 4.315652E-02 -3.587064E-04
1307 5.280953E-01 2.744185E-02 2.315587E-04
1308 9.789698E-01 1.459700E-01 -7.414678E-03
1309 2.366000E-01 1.905086E-02 2.189689E-03
1310 9.566360E-01 9.601225E-02 5.715835E-03
1311 1.018933E+00 1.516099E-02 9.812007E-04
1312 6.809512E-01 3.649154E-02 2.735431E-03
1313 1.164766E+00 3.269729E-02 -7.599832E-04
1314 3.540549E-01 2.360628E-02 1.765956E-03
1315 9.612563E-01 2.130255E-02 7.311903E-03
1316 6.891515E-01 8.650819E-02 2.727219E-03
1317 1.167937E+00 4.345230E-02 1.092400E-02
1318 7.909182E-01 3.230892E-02 1.867389E-03
1319 1.136504E+00 1.530722E-02 6.118863E-04
1320 2.253510E+00 2.683307E-02 1.087106E-02
1321 1.213751E+00 3.771591E-02 6.853694E-03
1322 1.544927E+00 3.506318E-02 -2.022839E-03
1323 1.593649E+00 5.994282E-02 -7.328818E-03
1324 1.370263E+00 5.435138E-02 -1.604697E-03
1325 6.781789E-01 2.151353E-02 1.857640E-03
1326 1.547936E+00 6.817981E-02 4.558848E-03
1327 1.037544E+00 4.433842E-02 1.755400E-03
1328 6.549580E-01 3.477615E-02 -4.318559E-03
1329 3.223073E+00 1.898900E-02 1.597421E-03
1330 1.643107E+00 6.213523E-02 -1.077375E-02
1331 2.921079E-01 1.778160E-02 -5.085398E-04
1332 2.075384E+00 1.925523E-02 -2.946219E-04
1333 9.278468E-01 2.703905E-02 -2.755363E-03
1334 6.991624E-01 7.476674E-02 9.878597E-03
1335 8.798387E-01 4.331030E-03 -3.299067E-04
1336 1.912756E+00 3.924743E-02 1.032797E-03
1337 1.743947E+00 2.096785E-02 4.264193E-04
1338 6.888568E-01 3.018855E-02 1.353157E-03
1339 1.306353E+00 2.029397E-02 -3.584344E-03
1340 2.044899E+00 2.892212E-02 -8.164165E-03
1341 9.380187E-01 1.618705E-02 -4.752964E-03
1342 1.817518E+00 4.066883E-02 -4.065205E-03
1343 1.711536E+00 3.790631E-02 -3.416971E-03
1344 1.410730E-01 4.981001E-02 2.875846E-03
1345 8.315357E-01 6.710069E-02 -2.172053E-03
1346 1.385526E+00 9.313945E-02 1.036251E-02
1347 2.180696E+00 3.990351E-03 -3.802992E-03
1348 1.445242E+00 2.418652E-02 -4.541218E-04
1349 8.577459E-01 2.941814E-02 5.520540E-03
1350 1.024219E+00 1.814625E-02 -5.199417E-03
1351 4.192470E-01 2.485182E-02 -2.083461E-03
1352 6.869033E-01 5.135253E-03 -1.548190E-03
1353 1.491012E+00 3.601521E-02 -2.840868E-03
1354 7.619286E-01 6.292148E-02 -3.464113E-03
1355 3.579744E-01 5.073584E-02 1.634790E-03
1356 8.497202E-01 1.113317E-02 2.816590E-03
1357 6.838053E-01 1.320976E-02 5.435073E-03
1358 1.117531E+00 5.639407E-02 2.389056E-03
1359 6.363668E-01 5.923236E-03 5.251520E-03
1360 5.876213E-01 3.627062E-02 3.453932E-03
1361 8.723136E-01 8.714563E-02 7.227549E-04
1362 1.210917E+00 1.949829E-02 -3.091351E-03
1363 1.437399E+00 2.904560E-02 6.201925E-03
1364 4.676007E-01 1.493827E-02 -7.304841E-04
1365 3.680805E+00 5.007269E-02 1.302394E-02
1366 2.096031E+00 2.297870E-02 3.506585E-03
1367 3.128929E+00 3.226440E-02 3.614273E-03
1368 2.525991E-01 1.407842E-02 -1.192447E-03
1369 1.307043E+00 2.158477E-02 9.212941E-04
1370 2.484587E-01 4.175047E-02 2.634778E-03
1371 2.358577E+00 1.421258E-02 -2.693073E-03
1372 1.020527E+00 1.190421E-02 2.141359E-03
1373 3.885977E-01 4.896955E-02 4.094303E-03
1374 9.897933E-01 3.213440E-02 -8.190860E-03
1375 2.401866E+00 4.363920E-02 2.775667E-03
1376 2.250583E+00 1.353640E-02 -1.565883E-03
1377 7.510126E-01 5.935628E-03 1.661942E-03
1378 9.394210E-01 3.997780E-03 -1.551358E-04
1379 1.337888E+00 4.745684E-02 1.925289E-04
1380 5.513657E-01 1.242009E-02 1.869525E-03
1381 8.828854E-01 2.348841E-02 1.582397E-03
1382 1.607165E+00 5.351658E-02 8.558882E-04
1383 1.146315E+00 9.189199E-03 1.398097E-03
1384 5.833592E-01 3.487921E-02 -7.125012E-03
1385 1.213955E+00 6.528122E-02 1.846495E-03
1386 2.384142E+00 6.144109E-03 -2.933754E-03
1387 2.094149E+00 3.125482E-02 1.075193E-02
1388 6.214460E-01 4.366917E-02 -7.393759E-04
1389 1.010259E+00 4.358968E-02 7.821818E-03
1390 1.621785E+00 1.190967E-02 4.626428E-03
1391 3.377895E+00 3.213078E-02 -8.648761E-03
1392 1.820300E+00 6.609438E-02 -6.595246E-03
1393 1.285453E+00 9.590214E-03 1.827662E-03
1394 7.371590E-01 2.103057E-02 2.625229E-03
1395 1.309801E+00 1.154013E-02 2.319196E-03
1396 1.599461E+00 1.636729E-02 6.267079E-03
1397 1.317419E+00 2.514722E-02 -8.341178E-04
1398 1.418131E+00 2.409217E-02 -5.142138E-03
1399 4.927914E-01 2.253223E-02 1.600159E-03
1400 8.763527E-01 1.413839E-02 4.931303E-03
1401 1.676550E+00 3.866560E-02 -8.012487E-03
1402 1.404490E+00 1.195037E-02 6.590062E-03
1403 2.243874E+00 1.972641E-02 -2.983091E-03
1404 1.907191E+00 1.181823E-02 8.368807E-03
1405 6.035688E-01 2.519605E-02 1.625757E-03
1406 9.261472E-01 4.890944E-02 -7.150138E-03
1407 6.758871E-01 1.224227E-02 1.655726E-03
1408 2.217704E+00 7.706417E-03 3.607141E-03
1409 1.205595E+00 2.712051E-02 8.903261E-03
1410 3.168895E+00 1.984097E-02 -1.450418E-03
1411 6.946057E-01 3.077734E-02 1.737776E-03
1412 1.896277E+00 1.233799E-02 3.431126E-03
1413 2.893396E+00 3.041489E-02 6.900942E-03
1414 1.490446E+00 1.420020E-02 -2.175818E-03
1415 9.015922E-01 2.126232E-02 1.932881E-03
1416 9.429561E-01 3.078643E-02 -1.502666E-03
1417 5.288047E-01 2.141750E-02 4.735757E-03
1418 4.283866E+00 2.850831E-02 -9.454079E-03
1419 4.588471E-01 3.299083E-02 -3.606162E-03
1420 9.591197E-01 2.662817E-02 3.696660E-03
1421 1.105728E+00 3.833056E-02 -5.911779E-03
1422 4.068443E-01 5.109275E-02 2.844882E-03
1423 7.773764E-01 1.310433E-02 -1.684223E-03
1424 1.965812E+00 1.207801E-02 1.191734E-02
1425 1.214366E+00 3.851446E-02 5.102529E-03
1426 1.227048E+00 2.126131E-02 -1.582573E-03
1427 1.405653E+00 1.347427E-02 8.369500E-04
1428 5.253612E-01 5.331318E-02 3.670824E-04
1429 5.165576E-01 1.271635E-02 3.613285E-03
1430 7.328852E-01 1.036023E-02 6.488039E-03
1431 4.705123E-01 1.608662E-02 -7.486217E-04
1432 1.207593E+00 1.075545E-02 3.757642E-03
1433 8.689122E-01 1.620996E-02 3.685622E-03
1434 1.273150E+00 2.181817E-02 -3.203306E-03
1435 1.345563E+00 8.004117E-03 4.490673E-03
1436 4.377774E-01 3.375090E-02 -2.753202E-04
1437 1.696357E+00 2.666382E-02 -6.376322E-04
1438 2.557049E+00 1.277068E-02 8.217084E-03
1439 6.719394E-01 7.961010E-03 3.296556E-03
1440 3.384368E-01 2.492684E-02 -2.477407E-03
1441 1.638903E+00 9.037575E-03 -2.508539E-03
1442 3.190771E+00 3.741786E-03 5.547062E-03
1443 5.911971E-01 7.958865E-03 -1.802744E-03
1444 9.926903E-01 1.887851E-02 -4.856678E-03
1445 5.138094E-01 7.042832E-03 5.161761E-03
1446 1.578449E+00 1.989809E-02 -5.389623E-03
1447 4.153191E-01 1.636430E-02 3.662433E-04
1448 2.739651E+00 6.000413E-03 4.814087E-03
1449 1.120605E+00 1.606479E-02 5.413925E-03
1450 1.350501E+00 1.146183E-02 4.888619E-03
1451 1.626565E+00 8.421235E-03 4.562095E-03
1452 2.059870E+00 6.333642E-03 5.785374E-03
1453 2.380882E+00 1.382691E-02 -5.911080E-04
1454 3.299179E-01 5.335186E-03 2.665081E-03
1455 1.673953E+00 9.638153E-03 1.019317E-02
1456 1.423548E+00 7.850415E-03 3.266106E-03
1457 1.042572E+00 1.277679E-02 5.143622E-03
1458 1.772724E+00 4.423383E-02 -2.827122E-03
1459 2.186983E+00 1.096542E-02 6.341525E-03
1460 2.131525E+00 1.336609E-02 4.358025E-04
1461 6.595716E-01 1.324228E-02 1.559945E-03
1462 9.561642E-01 9.962389E-03 4.293272E-03
1463 5.841861E-01 7.209938E-03 -4.058389E-04
1464 1.176515E+00 1.921355E-02 2.996011E-04
1465 2.048310E+00 8.433277E-03 -3.841073E-03
1466 2.029095E+00 1.208003E-02 -1.561807E-03
1467 8.893403E-01 1.304037E-02 5.341947E-03
1468 1.434995E+00 1.954207E-02 -2.790272E-03
1469 2.836801E-01 8.235112E-03 5.766093E-04
1470 8.623142E-01 1.605957E-02 -1.715564E-04
1471 1.772171E+00 9.764043E-03 -2.839683E-03
1472 1.060617E+00 1.346444E-02 1.054225E-03
1473 6.098138E-01 1.721464E-02 6.419051E-03
1474 1.184879E+00 7.830237E-03 9.937991E-04
1475 1.713051E+00 4.011674E-02 -4.823463E-04
1476 1.237337E+00 1.079836E-02 -2.828448E-03
1477 1.537296E+00 1.463437E-02 1.807847E-03
1478 2.919535E+00 3.799043E-02 1.069862E-02
1479 1.124985E+00 2.140295E-02 6.217930E-03
1480 1.359047E+00 8.624449E-03 1.433649E-03
1481 1.115408E+00 1.375968E-02 4.993691E-03
1482 1.329213E+00 3.079186E-02 4.327749E-03
1483 1.543806E+00 2.649653E-02 -3.666257E-03
1484 4.667531E-01 4.243869E-02 -4.912464E-03
1485 5.991518E-01 1.574248E-02 -5.962168E-03
1486 1.251513E+00 1.829356E-02 1.128242E-03
1487 1.855812E+00 1.524066E-02 6.783849E-04
1488 3.308088E+00 2.405494E-02 -2.408023E-03
1489 1.039837E+00 1.902133E-02 8.761758E-04
1490 8.808030E-01 1.283880E-02 -2.038070E-04
1491 1.252702E+00 1.589623E-02 -4.138940E-04
1492 1.111713E+00 1.472774E-02 -3.070020E-03
1493 1.103446E+00 2.462099E-02 -1.171704E-03
1494 4.221008E-01 1.980336E-02 -5.014685E-03
1495 5.891488E-01 2.014346E-02 -3.050044E-04
1496 6.522062E-01 9.210136E-03 -1.179617E-03
1497 2.303343E+00 2.463558E-02 1.599623E-03
1498 1.480627E+00 1.705180E-02 5.648550E-04
1499 5.699984E-01 1.025099E-02 5.478193E-04
1500 7.326848E-01 1.237504E-02 -1.244953E-04
1501 8.792232E-01 1.594447E-02 3.124273E-03
1502 2.847628E-01 8.416621E-03 1.153145E-03
1503 1.127685E+00 1.014287E-02 1.815930E-03
1504 8.378166E-01 3.340556E-02 1.945738E-03
1505 1.739488E+00 2.351620E-02 1.454475E-03
1506 1.147702E+00 8.237337E-03 8.827010E-04
1507 1.071582E+00 2.096216E-02 4.594029E-03
1508 9.852363E-01 6.915874E-03 6.450181E-05
1509 1.211931E+00 2.007366E-02 1.077755E-02
1510 1.038505E+00 6.101000E-03 3.351800E-03
1511 1.148105E+00 1.803733E-02 -9.103728E-03
1512 4.058483E-01 1.352488E-02 1.666102E-03
1513 6.325010E-01 1.889727E-02 2.026875E-03
1514 7.802886E-01 2.782930E-02 3.085284E-03
1515 1.130141E+00 9.106010E-03 1.636711E-03
1516 4.761225E-01 1.786184E-02 -3.323695E-03
1517 1.301372E+00 1.932236E-02 9.234367E-04
1518 5.149418E-01 4.490394E-03 -1.732363E-04
1519 5.933968E-01 1.355121E-02 -1.665110E-03
1520 2.491656E+00 2.544451E-02 1.161920E-02
1521 6.616545E-01 1.475622E-02 4.954868E-03
1522 8.661587E-01 1.393715E-02 -2.630394E-03
1523 1.639253E+00 2.975131E-02 1.586641E-03
1524 1.710722E+00 9.157929E-03 -3.252350E-03
1525 2.746886E-01 2.836310E-02 -1.379689E-03
1526 8.302135E-01 2.912473E-02 4.070029E-03
1527 4.253913E-01 2.086244E-02 4.500986E-04
1528 5.847438E-01 3.026749E-02 -2.321569E-03
1529 6.743572E-01 2.584720E-02 -1.459110E-03
1530 3.407449E-01 6.421837E-03 1.089199E-03
1531 6.221559E-01 2.127645E-02 -5.686968E-04
1532 3.401212E-01 3.098806E-02 1.138627E-03
1533 1.921581E+00 2.185607E-02 -5.261474E-03
1534 8.470750E-01 1.151633E-02 -5.095535E-04
1535 2.029185E+00 5.346695E-02 9.454233E-03
1536 4.132014E-01 3.656851E-02 1.817974E-04
1537 4.781252E-01 2.990183E-02 1.734621E-03
1538 2.688197E-01 3.825766E-02 -1.059038E-03
1539 1.453531E+00 9.160253E-03 1.645825E-04
1540 1.178515E+00 1.737136E-02 -4.186213E-03
1541 1.178923E+00 1.039049E-02 4.614200E-03
1542 4.392558E-01 2.907093E-02 -1.279103E-03
1543 1.814028E+00 1.928497E-02 -5.051432E-03
1544 1.188334E+00 3.566549E-02 9.068932E-04
1545 1.407352E+00 1.910184E-02 4.614962E-03
1546 2.031403E-01 9.593550E-03 7.483398E-04
1547 3.421592E-01 5.303037E-02 4.682937E-03
1548 4.972238E-01 1.064081E-02 -2.750386E-03
1549 1.345866E+00 1.349415E-02 6.477884E-03
1550 9.334963E-01 1.510673E-02 8.736171E-03
1551 4.513620E-01 7.564946E-03 2.634251E-03
1552 1.583796E+00 3.747300E-02 7.828718E-03
1553 8.290011E-01 9.469529E-03 7.989743E-04
1554 1.033591E+00 4.075947E-02 5.366182E-03
1555 1.081204E+00 2.762974E-02 -3.239692E-03
1556 9.120023E-01 4.660258E-02 2.643212E-03
1557 8.709518E-01 8.295615E-02 -7.167183E-03
1558 6.056855E-01 1.027624E-02 4.375735E-03
1559 5.349908E-01 4.709159E-02 3.324818E-03
1560 3.146362E-01 2.528403E-02 -1.477573E-03
1561 6.965840E-01 1.368677E-02 2.198089E-03
1562 1.564612E+00 1.955853E-02 1.858266E-03
1563 1.281492E+00 2.635656E-02 -5.165426E-05
1564 1.997110E+00 3.714498E-02 3.009709E-03
1565 5.960321E-01 2.083253E-02 -4.780560E-04
1566 7.399322E-01 2.950926E-02 4.796304E-04
1567 1.395771E+00 7.570460E-03 1.663062E-03
1568 1.641907E+00 1.880232E-02 7.904088E-03
1569 1.209009E+00 1.964876E-02 8.266369E-03
